aid,gid,atype,created_by,aval,cval_id,alocn,aref,adate,modified_by,created_date,modified_date
219999,35962,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220000,35963,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220001,35964,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220002,35965,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220003,35966,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220004,35967,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220005,35968,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220006,35969,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220007,35970,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220008,35971,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220009,35972,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220010,35973,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220011,35974,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220012,35975,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220013,35976,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220014,35977,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220015,35978,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220016,35979,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220017,35980,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220018,35981,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220019,35982,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220020,35983,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220021,35984,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220022,35985,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220023,35986,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220024,35987,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220025,35988,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220026,35989,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220027,35990,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220028,35991,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220029,35992,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220030,35993,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220031,35994,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220032,35995,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220033,35996,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220034,35997,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220035,35998,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220036,35999,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220037,36000,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220038,36001,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220039,36002,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220040,36003,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220041,36004,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220042,36005,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220043,36006,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220044,36007,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220045,36008,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220046,36009,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220047,36010,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220048,36011,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220049,36012,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220050,36013,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220051,36014,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220052,36015,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220053,36016,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220054,36017,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220055,36018,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220056,36019,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220057,36020,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220058,36021,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220059,36022,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220060,36023,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220061,36024,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220062,36025,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220063,36026,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220064,36027,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220065,36028,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220066,36029,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220067,36030,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220068,36031,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220069,36032,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220070,36033,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220071,36034,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220072,36035,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220073,36036,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220074,36037,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220075,36038,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220076,36039,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220077,36040,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220078,36041,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220079,36042,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220080,36043,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220081,36044,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220082,36045,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220083,36046,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220084,36047,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220085,36048,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220086,36049,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220087,36050,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220088,36051,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220089,36052,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220090,36053,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220091,36054,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220092,36055,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220093,36056,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220094,36057,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220095,36058,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220096,36059,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220097,36060,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220098,36061,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220099,36062,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220100,36063,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220101,36064,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220102,36065,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220103,36066,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220104,36067,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220105,36068,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220106,36069,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220107,36070,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220108,36071,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220109,36072,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220110,36073,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220111,36074,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220112,36075,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220113,36076,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220114,36077,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220115,36078,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220116,36079,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220117,36080,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220118,36081,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220119,36082,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220120,36083,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220121,36084,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220122,36085,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220123,36086,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220124,36087,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220125,36088,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220126,36089,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220127,36090,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220128,36091,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220129,36092,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220130,36093,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220131,36094,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220132,36095,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220133,36096,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220134,36097,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220135,36098,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220136,36099,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220137,36100,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220138,36101,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220139,36102,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220140,36103,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220141,36104,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220142,36105,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220143,36106,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220144,36107,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220145,36108,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220146,36109,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220147,36110,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220148,36111,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220149,36112,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220150,36113,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220151,36114,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220152,36115,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220153,36116,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220154,36117,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220155,36118,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220156,36119,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220157,36120,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220158,36121,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220159,36122,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220160,36123,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220161,36124,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220162,36125,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220163,36126,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220164,36127,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220165,36128,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220166,36129,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220167,36130,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220168,36131,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220169,36132,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220170,36133,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220171,34956,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220172,36134,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220173,36135,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220174,36136,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220175,36137,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220176,36138,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220177,36139,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220178,36140,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220179,36141,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220180,36142,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220181,36143,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220182,34957,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220183,36144,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220184,36145,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220185,34958,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220186,36146,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220187,36147,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220188,36148,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220189,36149,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220190,34959,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220191,36150,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220192,36151,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220193,36152,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220194,36153,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220195,36154,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220196,36155,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220197,36156,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220198,36157,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220199,36158,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220200,36159,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220201,36160,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220202,36161,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220203,36162,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220204,36163,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220205,36164,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220206,36165,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220207,36166,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220208,36167,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220209,36168,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220210,36169,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220211,36170,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220212,34960,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220213,36171,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220214,36172,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220215,36173,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220216,36174,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220217,36175,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220218,36176,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220219,34961,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220220,36177,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220221,36178,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220222,36179,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220223,36180,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220224,36181,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220225,36182,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220226,36183,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220227,36184,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220228,36185,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220229,36186,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220230,36187,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220231,36188,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220232,36189,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220233,36190,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220234,36191,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220235,36192,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220236,36193,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220237,36194,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220238,36195,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220239,36196,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220240,36197,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220241,36198,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220242,36199,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220243,36200,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220244,36201,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220245,36202,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220246,36203,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220247,34962,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220248,36204,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220249,36205,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220250,36206,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220251,34963,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220252,36207,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220253,36208,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220254,34964,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220255,36209,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220256,36210,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220257,36211,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220258,36212,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220259,36213,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220260,34965,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220261,36214,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220262,36215,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220263,36216,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220264,36217,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220265,36218,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220266,36219,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220267,34966,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220268,34967,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220269,36220,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220270,36221,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220271,34968,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220272,36222,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220273,36223,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220274,36224,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220275,34969,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220276,36225,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220277,36226,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220278,36227,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220279,36228,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220280,36229,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220281,36230,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220282,36231,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220283,36232,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220284,36233,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220285,34970,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220286,36234,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220287,36235,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220288,36236,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220289,36237,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220290,36238,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220291,36239,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220292,36240,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220293,34971,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220294,36241,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220295,34972,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220296,36242,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220297,36243,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220298,36244,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220299,34973,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220300,34974,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220301,34975,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220302,36245,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220303,36246,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220304,36247,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220305,34976,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220306,36248,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220307,36249,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
220308,34977,26405,103,max,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
