ID,AUTHOR,FILENAME,DATEEXECUTED,ORDEREXECUTED,EXECTYPE,MD5SUM,DESCRIPTION,COMMENTS,TAG,LIQUIBASE,CONTEXTS,LABELS,DEPLOYMENT_ID
v14.1.0-23,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,325,EXECUTED,8:d18905b4fed0d050037faae0452a9bfd,sql,Drop Table persons_bkp if exists.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-1,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,326,EXECUTED,8:a9fc72fc95425d83d99b1c8d07b00b2e,sql,Remove unused table listdata_project_bkp,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-2,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,327,EXECUTED,8:75569953a788a5a7ddf1f58648233ba1,sql,Remove unused table listnms_bkp,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-3,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,328,EXECUTED,8:4024d34c44613af0bd0eb62c6bbab612,sql,Remove unused table stock_id_bkp,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-4,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,329,EXECUTED,8:9e9ba27480caae44600ad4fadbf2617e,sql,Remove unused table ims_labelinfo,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-5,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,330,EXECUTED,8:e35f5d75062a8e1cefadc1dfb736ac5a,sql,Remove unused table ims_label_otherinfo,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-1,nahuel,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:41,331,EXECUTED,8:e3cddf7105fb20688573414260f743b5,addColumn tableName=nd_experiment,Create column to store properties in json format.\n			Aimed to replace nd_experimentprop,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-2,clarysabel,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:41,332,EXECUTED,8:3a68e3dd8f535841bf00fe1d3294891b,createIndex indexName=ims_lot_stock_id_unique,tableName=ims_lot,Add stock_id unique index to ims_lot,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-6,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,333,EXECUTED,8:228210e5cb6ca323c3210f0443b00a2d,sql,Add trntype to ims_transaction table,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-7,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,334,MARK_RAN,8:a9b1d7d7503664f65502bab0eb0dc4b1,sql,Set transaction type for committed Stock taking adjustment,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-8,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,335,EXECUTED,8:06e3b77d275de9497c61387ccd3716db,sql,Set transaction type for committed and not Stock taking adjustment,qty greater or equal than 0,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-9,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,336,MARK_RAN,8:2ee084a477178c89b041343a59c8ca98,sql,Set transaction type for committed and not Stock taking adjustment,qty lower than 0,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-10,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,337,MARK_RAN,8:6e76e11ca48896b131ca51ac54240e24,sql,Set transaction type for discard transaction when lot is closed,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-11,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,338,MARK_RAN,8:bf12cbe3ffa0b598f6b10b5004622606,sql,Set transaction type for pending or cancelled transaction and qty lower than 0,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-12,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,339,MARK_RAN,8:a7f18c4ad68bd011480bc382c9459b08,sql,Set transaction type for pending or cancelled transaction and qty greater or equal  0,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-13,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,340,EXECUTED,8:295c84fce28083276763278167d5f5ce,sql,Set trntype as not nullable,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-14,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,341,EXECUTED,8:51ea11cbdf570cfe256207bf17500049,sql,Set trnstat as not nullable,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-15,vanina,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:42,342,EXECUTED,8:3f72d35b145b8fe9801d49cd10e700b2,sql,Set trnqty as not nullable,NULL,3.6.1,NULL,NULL,7563033623
v14.3.0-1,gelli,classpath:liquibase/crop_changelog/14_3_0.xml,2020-08-16 07:30:42,343,MARK_RAN,8:fe080258a7028c322d310acee95c289f,sql,Update records with germplasm.methn = 0 or germplasm.methn not existing to methods,NULL,3.6.1,NULL,NULL,7563033623
v14.3.0-2,gelli,classpath:liquibase/crop_changelog/14_3_0.xml,2020-08-16 07:30:45,344,EXECUTED,8:fa4a534f601836d46a47019a2a740bc9,addForeignKeyConstraint baseTableName=germplsm,constraintName=fk_germplasm_methods_methn,referencedTableName=methods,Add FK to germplasm.methn linking to methods.mid,NULL,3.6.1,NULL,NULL,7563033623
v14.4.0-1,clarysabel,classpath:liquibase/crop_changelog/14_4_0.xml,2020-08-16 07:30:45,345,EXECUTED,8:67e80f0f45334ab0945dfb8445d916a4,addColumn tableName=location,Add ldefault column to location table,NULL,3.6.1,NULL,NULL,7563033623
v14.4.0-2,clarysabel,classpath:liquibase/crop_changelog/14_4_0.xml,2020-08-16 07:30:45,346,MARK_RAN,8:b95d6f93b1955562203d512db8613747,sql,Set DSS as default storage location,NULL,3.6.1,NULL,NULL,7563033623
v14.4.0-3,clarysabel,classpath:liquibase/crop_changelog/14_4_0.xml,2020-08-16 07:30:45,347,MARK_RAN,8:7e0bae803285c4a21e110fec05654d4c,sql,Set the default storage location to the lots with no locations,NULL,3.6.1,NULL,NULL,7563033623
v14.4.0-4,clarysabel,classpath:liquibase/crop_changelog/14_4_0.xml,2020-08-16 07:30:45,348,EXECUTED,8:f3828f97f0882f90606d2967c2a7ef7d,sql,Set ims_lot.locid as not null,NULL,3.6.1,NULL,NULL,7563033623
v14.4.0-5,clarysabel,classpath:liquibase/crop_changelog/14_4_0.xml,2020-08-16 07:30:46,349,EXECUTED,8:03c121517285a0a356cb0cfbbaed3386,addForeignKeyConstraint baseTableName=ims_lot,constraintName=location_fk_idx,referencedTableName=location,Add ims_lot.locid foreign key to location table,NULL,3.6.1,NULL,NULL,7563033623
v14.4.1-1,gelli,classpath:liquibase/crop_changelog/14_4_1.xml,2020-08-16 07:30:46,350,EXECUTED,8:20d2955af951581d886d6bd0942a96b2,addForeignKeyConstraint baseTableName=project,constraintName=project_parent_fk_idx,referencedTableName=project,Add project.parent_project_id foreign key to project table,NULL,3.6.1,NULL,NULL,7563033623
v15.1.0-1,gelli,classpath:liquibase/crop_changelog/15_1_0.xml,2021-01-16 08:54:23,351,EXECUTED,8:b34a617f8463a7795b2dd195a295f35b,modifyDataType columnName=key_prefix,tableName=key_sequence_register,Alter key_prefix data type from varchar(50
v15.1.0-2,darla,classpath:liquibase/crop_changelog/15_1_0.xml,2021-01-16 08:54:24,352,MARK_RAN,8:36806488fb8335c1d2c07a32b1da7b6d,sql,Update datasets whose stock entries are not unique per entry number,NULL,3.6.1,NULL,NULL,0787263023
v15.1.0-3,mderamos,classpath:liquibase/crop_changelog/15_1_0.xml,2021-01-16 08:54:27,353,MARK_RAN,8:bbaf994217409b7e36d116ca0826465c,sql,Set stock_id of means experiments to use plot experiments stock_id,NULL,3.6.1,NULL,NULL,0787263023
v15.1.0-4,mderamos,classpath:liquibase/crop_changelog/15_1_0.xml,2021-01-16 08:54:28,354,EXECUTED,8:310e5548426c9082e1aa1e1d5b6167e5,sql,Delete unused stock and stockprop entries,NULL,3.6.1,NULL,NULL,0787263023
v15.1.0-1,clarysabel,classpath:liquibase/crop_changelog/15_1_0.xml,2021-01-16 08:54:29,355,EXECUTED,8:ba1b5bcccbca6785a280abea09101116,sql,Creating table to store relationship between transactions and experiments,NULL,3.6.1,NULL,NULL,0787263023
v15.2.0-1,clarysabel,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 08:54:29,356,EXECUTED,8:ea8e0d9b004789182f3d7e2cd33a3a93,addForeignKeyConstraint baseTableName=ims_transaction,constraintName=fk_ims_transaction_lot,referencedTableName=ims_lot,Add ims_transaction.lotid foreign key to ims_lot table,NULL,3.6.1,NULL,NULL,0787263023
v15.2.0-2,aldrin,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 08:54:30,357,EXECUTED,8:c7eb35cc659d445566588d1997110300,addColumn tableName=stock,Add project_id column to stock table,NULL,3.6.1,NULL,NULL,0787263023
v15.2.0-3,aldrin,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 09:00:24,358,EXECUTED,8:687d916fc1185467eaa37b18c0b8ed68,sql,Migrate listdata_project to stock table. Only entry list from studies without plot experiments are migrated to the stock table.,NULL,3.6.1,NULL,NULL,0787623702
v15.2.0-4,aldrin,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 09:00:24,359,EXECUTED,8:b49ada025526ba13dbbd91387c104d39,sql,Associate existing stock records to their respective study,NULL,3.6.1,NULL,NULL,0787623702
v15.2.0-5,aldrin,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 09:00:25,360,EXECUTED,8:ecb2ec5abaf933e2c66bfaabf5d3bff0,sql,Delete all STUDY and CHECK germplasm list and its data,NULL,3.6.1,NULL,NULL,0787623702
v15.2.0-6,aldrin,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 09:00:25,361,MARK_RAN,8:af04a96daeb18913ca55931ded1dcc25,sql,Delete all stocks that don\'t have study associated to them,NULL,3.6.1,NULL,NULL,0787623702
v15.2.0-7,mderamos,classpath:liquibase/crop_changelog/15_2_0.xml,2021-01-16 09:00:26,362,EXECUTED,8:08db9c94423234b22de11fce5338beb4,addForeignKeyConstraint baseTableName=stock,constraintName=stock_project_id_fk,referencedTableName=project,Add FK to project_id column in Stock table to Project project_id,NULL,3.6.1,NULL,NULL,0787623702
v15.3.0-1,aldrin,classpath:liquibase/crop_changelog/15_3_0.xml,2021-01-16 09:00:26,363,EXECUTED,8:bc2f54a5838d890bcf0f6298ec66a2aa,sql,Create new germplasm_study_source,NULL,3.6.1,NULL,NULL,0787623702
v15.3.0-2,aldrin,classpath:liquibase/crop_changelog/15_3_0.xml,2021-01-16 09:00:26,364,EXECUTED,8:06e0d922131f8fe1f9ade767775732f4,sql,Add germplasm_study_source_id column in ims_stock_transaction,NULL,3.6.1,NULL,NULL,0787623702
v15.3.0-3,aldrin,classpath:liquibase/crop_changelog/15_3_0.xml,2021-01-16 09:00:26,365,EXECUTED,8:caf2894c2134249a9e35143fd52f582c,sql,Migrate existing advance and cross list to germplasm_study_source.,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-1,darla,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:26,366,EXECUTED,8:9abe66ea7d6d6f49e269ef29c36c8ffb,sql,Backup contents of then drop ims_stock_transaction table,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-2,darla,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:26,367,EXECUTED,8:482c64bf312cd2b2dcf60fd1ed66cabc,sql,Backup contents of then drop listdata_project table,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-3,darla,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:27,368,EXECUTED,8:ba77c07209167901374649b3b7bdeb77,sql,Backup then delete remaining snapshot lists,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-4,darla,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:27,369,EXECUTED,8:d4df4b8010b3ee4c102952152b284d35,sql,Remove ADVANCED list type from udflds table. It was being filtered out before when showing available list types,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-5,aldrin,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:27,370,MARK_RAN,8:e976a6286d3ad0f42fc655af3b62a246,sql,Add Unique index constraint for GID,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-6,cuenyad,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:28,371,EXECUTED,8:5915433afe5398762c174809b1fc3aea,sql,Modify the parameters column to MEDIUM TEXT,NULL,3.6.1,NULL,NULL,0787623702
v15.4.0-7,mderamos,classpath:liquibase/crop_changelog/15_4_0.xml,2021-01-16 09:00:28,372,EXECUTED,8:9f4ce298e736265ff8490d6814fbf85b,sql; addForeignKeyConstraint baseTableName=germplasm_study_source,constraintName=germplasm_study_source_gid_fk,referencedTableName=germplsm,Delete germplasm_study_source entries with no germplsm\nAdd germplasm_study_source.gid foreign key,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-1,corina,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,373,EXECUTED,8:27e6388c6309eae0e4dee7a1f17ba4e8,sql,REMOVE Study Detail AS DEFAULT TYPE FOR environment-LEVEL/plot-LEVEL variables. IBP-3889,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-2,rowena,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,374,EXECUTED,8:8bce5e46f81c28b5f05567c9a3ea4696,sql,ADD location ID 6000 AND SET AS DEFAULT storage location,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-3,rowena,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,375,EXECUTED,8:80a3046e0ade84328f7af96b39cd7dff,sql,SET DSS AS DEFAULT STORAGE location,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-5,corina,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,376,MARK_RAN,8:57886fc2e2c3f7f30fa991ae6ab14ae7,sql,Remove variable STUDY_BM_CODE from nursery template. IBP-3928,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-6,corina,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,377,EXECUTED,8:6af2f7ca167109f75c0f044648a7731e,sql,Change method of variables with same property-method-scale triplet. IBP-3800,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-7,corina,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,378,MARK_RAN,8:8ba6098948e89a0021e56f7d7971c541,sql,Apply correction on methods of variables EW_DW_kgPlot,EW_FW_gPlot,EW_FW_kgPlot. IBP-3930.,NULL,3.6.1,NULL,NULL,0787623702
v15.4.1-8,corina,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,379,EXECUTED,8:7e02b2633a697fcb49cfc1f944a07f9c,sql,Update any usage of var 8265 (FertNTotal_kg_ha
v15.4.1-9,rowena,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,380,EXECUTED,8:02b264a32978335fd500845cd84af320,sql,ADD Default Breeding Location (6001
v15.4.1-10,aldrin,classpath:liquibase/crop_changelog/15_4_1.xml,2021-01-16 09:00:28,381,MARK_RAN,8:8df148fbced3f6a2a6d447cde109242d,sql,Create GROUPGID stock property record for existing stocks (study germplasm entries
v15.4.2-1,clarysabel,classpath:liquibase/crop_changelog/15_4_2.xml,2021-01-16 09:00:28,382,EXECUTED,8:67ac239ea8fe4c3121b1f68bc2423053,sql,Rename variable type Study Condition to Environment Condition,NULL,3.6.1,NULL,NULL,0787623702
v16.1.0-1,medramos,classpath:liquibase/crop_changelog/16_1_0.xml,2021-03-13 23:26:14,383,EXECUTED,8:f7270ddef8987003628ad1121dfaa5fe,addColumn tableName=germplsm,Add guid column to germplsm table,NULL,3.6.1,NULL,NULL,5677972270
v16.3.0-1,diego,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:14,384,MARK_RAN,8:e035c9f93045fbb7b96fd315d4b143e3,sql,Drop procedure deleteTermIdFromProjectPropTable,NULL,3.6.1,NULL,NULL,5677972270
v16.3.0-2,diego,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:14,385,EXECUTED,8:537a483cf66edad604d2a5c967b22d40,sql,Create procedure deleteTermIdFromProjectPropTable,NULL,3.6.1,NULL,NULL,5677972270
v16.3.0-3,diego,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:14,386,EXECUTED,8:c22e4325076732785af1849bac08859b,sql,Delete TermId 8269 (StockId
v16.3.0-4,diego,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:14,387,EXECUTED,8:e035c9f93045fbb7b96fd315d4b143e3,sql,Drop procedure deleteTermIdFromProjectPropTable,NULL,3.6.1,NULL,NULL,5677972270
v16.3.0-5,diego,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:14,388,EXECUTED,8:b3dd7c17f3ba93825eef21ae6a27488b,sql,Delete TermId 8269 (StockId
v16.3.0-6,diego,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:14,389,EXECUTED,8:8a19f8f901144683e9777cbf3f60972f,sql,Delete TermId 8269 (StockID
v16.3.0-7,clarysabel,classpath:liquibase/crop_changelog/16_3_0.xml,2021-03-13 23:26:15,390,EXECUTED,8:162963579d0f5c7bd5ad4f595285df21,modifyDataType columnName=germplsm_uuid,tableName=germplsm,Alter germplsm.germplsm_uuid column to extend varchar length,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-1,nahuel,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:15,391,MARK_RAN,8:45b22069a21d2d221dfd524b5221fd83,dropIndex indexName=germplsm_idx13,tableName=germplsm,Removes obsolete index germplsm_idx13 created by 16_2_0.xml,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-1,corina,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:15,392,MARK_RAN,8:80d7a9635e23f0dee2ac2c0fecb63c1a,sql,,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-2,corina,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:15,393,EXECUTED,8:6c076bfe8d2dcace663868c95782ad9a,sql,Create SP that adds ENTRY_TYPE variable and value for existing studies without it,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-3,corina,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,394,EXECUTED,8:00e314de4bc1dac0c965ed1c7a3dfaf2,sql,,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-4,corina,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,395,EXECUTED,8:80d7a9635e23f0dee2ac2c0fecb63c1a,sql,,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-2,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,396,EXECUTED,8:0a6c111f0c36727eda6042837204f6bf,sql,Drop the germplsm_uuid unique index,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-3,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,397,MARK_RAN,8:3dbbfdf3150aa38f32b1846b53eacbc6,sql,,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-4,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,398,EXECUTED,8:f4ac6059342e6d2b0456f7f44a389136,sql,Create Stored procedure that populates the germplsm_uuid values,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-5,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,399,EXECUTED,8:31cf3385087e26b78093184176546de9,sql,,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-6,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:16,400,EXECUTED,8:3dbbfdf3150aa38f32b1846b53eacbc6,sql,,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-7,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:17,401,EXECUTED,8:cdf5309f5f6adb92b075e31ee548981a,sql,Add unique constraint,NULL,3.6.1,NULL,NULL,5677972270
v16.4.1-8,mderamos,classpath:liquibase/crop_changelog/16_4_1.xml,2021-03-13 23:26:17,402,EXECUTED,8:c96cfe797da7f1d87e004ce190259f11,sql,Concat hash and date to germplsm_uuid for the deleted germplasm,NULL,3.6.1,NULL,NULL,5677972270
v17.1.0-1,diego,classpath:liquibase/crop_changelog/17_1_0.xml,2021-08-21 23:56:00,403,EXECUTED,8:5c4badec2cc43f24ecc192485ef61205,dropColumn columnName=rank,tableName=stockprop,Remove rank column from stockprop table,NULL,3.6.1,NULL,NULL,9590159540
v17.1.0-2,diego,classpath:liquibase/crop_changelog/17_1_0.xml,2021-08-21 23:56:00,404,EXECUTED,8:f1132d06ece29b9226ba8a0289b9a045,dropColumn columnName=prevamount,tableName=ims_transaction,Remove prevamount column from ims_transaction,NULL,3.6.1,NULL,NULL,9590159540
v17.1.0-3,diego,classpath:liquibase/crop_changelog/17_1_0.xml,2021-08-21 23:56:00,405,EXECUTED,8:af37862bd2e2d7b5110072cd20301cd8,dropTable tableName=personlist,Remove personlist table,NULL,3.6.1,NULL,NULL,9590159540
v17.1.0-4,clarysabel,classpath:liquibase/crop_changelog/17_1_0.xml,2021-08-21 23:56:01,406,EXECUTED,8:47c95c63f18ea8f269882ad3da3d6833,createIndex indexName=germplsm_idx14,tableName=germplsm,Add index for germplsm gid and germplsm_uuid columns,NULL,3.6.1,NULL,NULL,9590159540
v17.2.0-1,nahuel,classpath:liquibase/crop_changelog/17_2_0.xml,2021-08-21 23:56:01,407,EXECUTED,8:461ad1b1052af781553cb1baa18f0374,sql,Create sequence entry for nd_experimentprop table generator,NULL,3.6.1,NULL,NULL,9590159540
v17.3.0-1,clarysabel,classpath:liquibase/crop_changelog/17_3_0.xml,2021-08-21 23:56:01,408,EXECUTED,8:8c34dc22d0a534b379e33984c634ab08,createTable tableName=external_reference,Create external_reference table,NULL,3.6.1,NULL,NULL,9590159540
v17.3.0-2,lkovacic,classpath:liquibase/crop_changelog/17_3_0.xml,2021-08-21 23:56:01,409,EXECUTED,8:e96cb01c1e8607cec30276602d3bb798,sql,Add \'created_date\' field to external_reference table,NULL,3.6.1,NULL,NULL,9590159540
v17.4.0-1,gelli,classpath:liquibase/crop_changelog/17_4_0.xml,2021-08-21 23:56:01,410,EXECUTED,8:5156c0ca256fe10972ba200525c81497,sql,Create Non-replicated entry type with id = 10185. The name will be X,if there is no such entry type yet,otherwise it will be XRP,NULL,3.6.1,NULL,NULL,9590159540
v17.4.0-2,gelli,classpath:liquibase/crop_changelog/17_4_0.xml,2021-08-21 23:56:01,411,EXECUTED,8:f8a6c079dfff9784dd02aa60baf3d7e1,sql,Create cvterm_relationship for Non Replicated. Value of Type of ENTRY_TYPE.\n            Cvterms \'has value\' and \'Type of ENTRY_TYPE\' are fetched by names,cv_id,is_obsolete (which is unique
v17.4.0-3,cuenyad,classpath:liquibase/crop_changelog/17_4_0.xml,2021-08-21 23:56:01,412,EXECUTED,8:e70333212b565edf048232dfcb35407d,sql,Insert Excel template default to GERMPLASM_LABEL_PRINTING_PRESET,NULL,3.6.1,NULL,NULL,9590159540
v17.4.0-4,corina,classpath:liquibase/crop_changelog/17_4_0.xml,2021-08-21 23:56:01,413,EXECUTED,8:6d07fcfd8dda005bf10d9aaac91987c5,sql,"Remove excess space between \""Double\"" and \""haploid\"" in method names. IBP-4238",NULL,3.6.1,NULL,NULL,9590159540
v17.4.0-5,corina,classpath:liquibase/crop_changelog/17_4_0.xml,2021-08-21 23:56:01,414,EXECUTED,8:1844dcb2adc1fc8a2df5b96b7786a7f9,sql,Set methods.mprgn to -1 for derivative and maintenance methods. IBP-4533,NULL,3.6.1,NULL,NULL,9590159540
v18.1.0-drop_audit_triggers,lkovacic,classpath:liquibase/crop_changelog/triggers/drop_triggers.xml,2022-07-26 02:40:44,645,RERAN,8:2a6f73c43b0298d2d60e4b25e1f444c1,sqlFile,Drop triggers,NULL,3.6.1,NULL,NULL,8803244174
v18.1.0-check_no_audit_triggers,lkovacic,classpath:liquibase/crop_changelog/triggers/drop_triggers.xml,2022-07-26 02:40:44,646,RERAN,8:d41d8cd98f00b204e9800998ecf8427e,empty,Ensure all audit triggers has been dropped,NULL,3.6.1,NULL,NULL,8803244174
v18.1.0-1,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:14:59,417,EXECUTED,8:9539dbd62d3b7e2ca380bd67b89fc12f,sql,Add fields for auditing to table \'atributs\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-2,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:14:59,418,EXECUTED,8:738907d06642994efbf31ea319de95b9,sql,Add fields for auditing to table \'bibrefs\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-3,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:04,419,EXECUTED,8:272f0e708f885f7273dd89e547d54189,sql,Add fields for auditing to table \'germplsm\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-4,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,420,EXECUTED,8:cf2b768c1fd7a2ac28367856e87ebc26,sql,Add fields for auditing to table \'names\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-5,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,421,EXECUTED,8:9e821ba7f509437bbc0fad4e033f5a1e,sql,Add fields for auditing to table \'progntrs\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-6,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,422,EXECUTED,8:b224fdf823d9f11d10018ead36f81106,sql,Add fields for auditing to table \'external_reference\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-7,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,423,MARK_RAN,8:7ef5281f6c37e165ca67b020ffde67f4,sql,Data migration for field \'created_by\' of table \'germplsm\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-8,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,424,EXECUTED,8:f7499909c8443fa5b690624942cc9832,sql,Data migration for field \'created_by\' of table \'bibrefs\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-9,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,425,EXECUTED,8:dc2d8f1309721e55c081185eb530c7f1,sql,Data migration for field \'created_by\' of table \'progntrs\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-10,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,426,MARK_RAN,8:ca9dc0424405a4bbbc923cf92f500c70,sql,Data migration for field \'created_by\' of table \'atributs\,NULL,3.6.1,NULL,NULL,8347294254
v18.1.0-11,lkovacic,classpath:liquibase/crop_changelog/18_1_0.xml,2022-03-27 02:15:08,427,MARK_RAN,8:bfe28c0480630452d47b9c3ce3e8d841,sql,Data migration for fields \'created_by\' of table \'names\,NULL,3.6.1,NULL,NULL,8347294254
