HH_Id,SocioEconomic_Intro_M,Module_Resp_M,Next_Season_Plan_M,Wheat_Area_Change _M,WArea_Change_CovidEff_M,Wheat_Replace_Crop_M,Wheat_Replace_OthrCrop_M,Wheat_ReplaceBy_Crop_M,Wheat_ReplaceBy_OthrCrop_M,Wheat_Cult_NextSeason_Yn_M,Wheat_Area_Change_Rsn _M,Wheat_Area_Change_OthrRsn _M,WheatSeed_Qnt_Change_M,Increse_Input_Yn_M,Increse_Input_Rsn_M,Increse_Input_OthrRsn_M,Wheat_Constraints_M,WConstraints_SeedAvlblty_M,WConstraints_SeedPrice_M,WConstraints_SeedQlty_M,WConstraints_SeedCredit_M,WConstraints_FertAvlblty_M,WConstraints_FertPrice_M,WConstraints_FertCredit_M,WConstraints_QltyChemFert_M,WConstraints_HumanLabour_M,WConstraints_WageRate_M,WConstraints_SkilledLabour_M,WConstraints_AvlbltyChemHerb_M,WConstraints_HerbicidePrice_M,WConstraints_HerbicideCredit_M,WConstraints_QltyHerbicide_M,WConstraints_OutputMrkt_M,WConstraints_AccessInfo_M,WConstraints_GrainPrice_M,WConstraints_AvlbltyFamLab_M,WConstraints_Drought_M,WConstraints_Flood_M,WConstraints_Heat_M,WConstraints_Pest_M,WConstraints_Disease_M,WConstraints_SoilFert_M,WConstraint_Rank_M,WConstraint_Rank1_M,WConstraint_Rank2_M,WConstraint_Rank3_M
1551,1,1,1,3,,, ,, ,,, ,0,0,, ,BDFM,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1552,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIJKLMNOW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,BCF,B,C,F
1553,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFH,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1554,1,1,1,3,,, ,, ,,, ,0,0,, ,HLMX,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LMX,L,M,X
1556,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1580,1,1,1,1,0,19, ,, ,,11, ,1,,8, ,ABCDEFGHIKLMNO,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D
1581,1,1,1,2,0,, ,97, ,0,3, ,1,,3, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1582,1,1,1,1,1,2, ,, ,,3, ,0,1,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1583,1,1,1,1,0,19, ,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1585,1,1,1,1,0,19, ,, ,,2, ,1,,2, ,ABEFGL,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1586,1,1,1,3,,, ,, ,,, ,1,,8, ,ABCDEFGHIJLMNOW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,CFI,C,F,I
1587,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIJKLMNOPWY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,CFM,C,F,M
1589,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHJLMNO,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BDF,B,D,F
1590,1,1,1,1,0,19, ,, ,,11, ,1,,8, ,ABCDEFGHIJKLMNOUV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,BGH,B,G,H
1591,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIOWY,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,CDF,C,D,F
1593,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1611,1,1,1,2,0,, ,19, ,0,1, ,0,0,, ,ABCEL,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1612,1,1,1,3,,, ,, ,,, ,0,1,, ,BCDM,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BCM,B,C,M
1614,1,1,1,1,0,19, ,, ,,11, ,1,,11, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1615,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BF,B,F, 
1616,1,1,1,1,0,19, ,, ,,13, ,0,0,, ,ABELM,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1620,1,1,1,1,0,19, ,, ,,13, ,1,,13, ,ABCFPY,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1622,1,1,1,1,0,99,Cow Pea,, ,,11, ,1,,8, ,ABCDFY,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BCY,B,C,Y
1623,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFG,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1624,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCFM,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1626,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1627,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1628,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1629,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1630,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1631,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1632,1,1,1,1,0,5, ,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1633,1,1,1,3,,, ,, ,,, ,2,,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1634,1,1,1,3,,, ,, ,,, ,0,0,, ,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, 
1636,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1638,1,1,1,1,0,5, ,, ,,2, ,1,,2, ,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, 
1639,1,1,1,3,,, ,, ,,, ,0,0,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1640,1,1,1,3,,, ,, ,,, ,2,,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1641,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
1642,1,1,1,1,0,0, ,, ,,5, ,0,1,, ,ABFL,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1643,1,1,1,1,0,0, ,, ,,13, ,0,1,, ,BDEFG,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEG,D,E,G
1644,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ADEFG,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
1645,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,D,E,F
1647,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1648,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1649,1,1,1,3,,, ,, ,,, ,0,0,, ,BDEFG,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,D,E,F
1651,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDF,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CDF,C,D,F
1652,1,1,1,3,,, ,, ,,, ,0,0,, ,DEFGH,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DFG,D,F,G
1675,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EF,E,F, 
1676,1,1,1,3,,, ,, ,,, ,0,0,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,1,1, , 
1681,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCEFLMWX,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,BFW,B,F,W
1683,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCFLMOWX,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,BFX,B,F,X
1688,1,1,1,1,0,5, ,, ,,11, ,1,,8, ,ABCDEFGHKLMNOWY,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,BCD,B,C,D
1689,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHINO,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F
1690,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHILMNOWY,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,BCD,B,C,D
1692,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHILMNO,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D
1693,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHLMNOS,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,CDF,C,D,F
1709,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
1710,1,1,1,1,0,0, ,, ,,13, ,1,,1, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1711,1,1,1,3,,, ,, ,,, ,2,,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEF,C,E,F
1712,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1713,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1714,1,1,1,3,,, ,, ,,, ,0,0,, ,BCDFG,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DFG,D,F,G
1715,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIKLMNO,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D
1716,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHLMOWY,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,ABC,A,B,C
1719,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIKLMNOW,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,BCF,B,C,F
1721,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHLMOW,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,ABC,A,B,C
1722,1,1,1,1,0,6, ,, ,,11, ,1,,8, ,BCDEFGHLMNOW,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,BCD,B,C,D
1723,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHLMNOY,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,BCF,B,C,F
1724,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHLMNOW,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,ABC,A,B,C
1725,1,1,1,3,,, ,, ,,, ,0,0,, ,BCDEFGHIKMNY,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,CFY,C,F,Y
1726,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHIJLMNO,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F
1802,1,1,1,3,,, ,, ,,, ,0,0,, ,ABFJY,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1803,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1805,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDFGHMNO,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F
1806,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1807,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHLMNOWY,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,BCF,B,C,F
1808,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1809,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHIJKLMNOW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,ABF,A,B,F
1810,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHMNO,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D
1811,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHIJKLMNOP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,BCD,B,C,D
1812,1,1,1,1,0,19, ,, ,,99,access tools and machionary,1,,11, ,ABDEFGRY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ABF,A,B,F
1813,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDEFGJMSY,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,ABF,A,B,F
1814,1,1,1,1,0,3, ,, ,,11, ,0,0,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1815,1,1,1,1,0,3, ,, ,,12, ,1,,12, ,ABDEFGHY,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1816,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDEFG,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1817,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1818,1,1,1,3,,, ,, ,,, ,1,,8, ,ABCDEFGHLMNO,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F
1819,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1820,1,1,1,1,0,3, ,, ,,8, ,1,,8, ,ABDEFGMY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1822,1,1,1,3,,, ,, ,,, ,2,,, ,ABDEFGMRY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,ABF,A,B,F
1823,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1826,1,1,1,3,,, ,, ,,, ,0,0,, ,AEFM,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EFM,E,F,M
1827,1,1,1,1,1,19, ,, ,,11, ,1,,11, ,ABFKLM,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AFL,A,F,L
1830,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHJKLMY,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,BEH,B,E,H
1831,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1834,1,1,1,1,0,3, ,, ,,12, ,1,,8, ,ABCDEFGHNOWY,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,BGY,B,G,Y
1835,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFLNOX,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,BCD,B,C,D
1836,1,1,1,1,0,19, ,, ,,99,access of tools and machionary,0,1,, ,ABDEFM,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1837,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHILMO,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1838,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGJMNY,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,AFY,A,F,Y
1839,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGMY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,AFY,A,F,Y
1840,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1841,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGJMNY,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1842,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGRY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ABF,A,B,F
1847,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABDEFGIJKLMY,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,ABD,A,B,D
1849,1,1,1,1,0,3, ,, ,,11, ,1,,6, ,ABCDEFGHINOY,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,ABC,A,B,C
1852,1,1,1,1,0,5, ,, ,,13, ,1,,13, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1855,1,1,1,1,0,99,Rent other land,, ,,2, ,1,,2, ,ABDEFMY,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1857,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHMNOX,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,ACE,A,C,E
1858,1,1,1,1,0,3, ,, ,,12, ,1,,8, ,ABCDEFGNWY,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,CDY,C,D,Y
1859,1,1,1,1,0,99,rent other land,, ,,2, ,1,,2, ,ABDEFY,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
3001,1,1,1,3,,, ,, ,,, ,2,,, ,ABEFL,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
3002,1,1,1,1,0,99,RENT IN,, ,,8, ,1,,2, ,ABLM,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AL,A,L, 
3003,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
3004,1,1,1,3,,, ,, ,,, ,2,,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
3005,1,1,1,3,,, ,, ,,, ,2,,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABY,A,B,Y
3006,1,1,1,2,0,, ,2, ,1,1, ,1,,1, ,ABDEFGPY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,ABF,A,B,F
3007,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCHIJUVWXY,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,ABC,A,B,C
3008,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDGHJKMOWY,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,ACY,A,C,Y
3009,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHLNOWY,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,BCF,B,C,F
3010,1,1,1,1,0,99,SHARE IN,, ,,13, ,2,,, ,ABCFX,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ABF,A,B,F
3011,1,1,1,1,0,99,"BY SHARE IN,ANOTHER LAND",, ,,13, ,2,,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G
3012,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
3013,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
3014,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFGIMPQ,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,ABF,A,B,F
3015,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
3016,1,1,1,1,0,3, ,, ,,11, ,1,,8, ,ABCDEFGHLMO,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
3017,1,1,1,1,0,19, ,, ,,13, ,1,,13, ,FGM,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FGM,F,G,M
3018,1,1,1,2,0,, ,5, ,0,99,THE PRICE OF PULSE CROP IS HIG,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
3019,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHILMNOSW,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,BCF,B,C,F
3020,1,1,1,1,0,5, ,, ,,11, ,1,,8, ,BCDEFGHIJKLMNOWY,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,CFH,C,F,H
3021,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDEFGMY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
3022,1,1,1,1,0,3, ,, ,,11, ,0,0,, ,ABCDEFGHIJKLMNOXY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,BCF,B,C,F
3023,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIJKLMNOWX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,BFM,B,F,M
3024,1,1,1,3,,, ,, ,,, ,1,,8, ,ABCDEGHIOW,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CHW,C,H,W
3025,1,1,1,1,0,19, ,, ,,3, ,1,,2, ,AEF,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
3026,1,1,1,1,0,19, ,, ,,11, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
