HH_Id,SocialNetwork_Intro_M,Num_YrsIn_Kebele_M,Reltv_InKebele_FinanceNeed_M,Frnds_InKebele_FinanceNeed_M,Acquint_InKebele_FinanceNeed_M,Reltv_OutKebele_FinanceNeed_M,Frnds_OutKebele_FinanceNeed_M,Acquint_OutKebele_FinanceNeed_M,Reltv_Kebele_LeaderPositn_M,Frnds_Kebele_LeaderPositn_M,Acquint_Kebele_LeaderPositn_M,Reltv_InKebele_QltySeed_M,Frnds_InKebele_QltySeed_M,Acquint_InKebele_QltySeed_M,Reltv_OutKebele_QltySeed_M,Frnds_OutKebele_QltySeed_M,Acquint_OutKebele_QltySeed_M,Reltv_InKebele_GrainTrader_M,Frnds_InKebele_GrainTrader_M,Acquint_InKebele_GrainTrader_M,Reltv_OutKebele_GrainTrader_M,Frnds_OutKebele_GrainTrader_M,Acquint_OutKebele_GrainTrader_M,Reltv_InKebele_InfoAccess_M,Frnds_InKebele_InfoAccess_M,Acquint_InKebele_InfoAccess_M,Reltv_OutKebele_InfoAccess_M,Frnds_OutKebele_InfoAccess_M,Acquint_OutKebele_InfoAccess_M,Traders_Trust_Yn_M,Trader_Trust_Type_M,Trader_Trust_Type_Othr_M,Trader_Trust_Why_M,Rely_GovSupp_Yn_M,Rely_GovSupp_Covid_M,GovOfficial_Skill_Conf_M
3017,1,42,2,1,1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,3,0,4,0,0,2,2,0,0,5,, , ,1,1,5
3018,1,36,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,5,0,0,5,, , ,1,1,5
3019,1,49,5,3,4,2,3,2,2,2,3,1,4,2,3,1,2,3,2,2,2,3,2,4,2,3,2,4,2,3,6, , ,1,0,5
3020,1,40,10,6,8,4,6,3,4,3,5,3,3,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,4,1,6, , ,1,0,5
3021,1,55,15,6,5,4,0,0,2,2,2,6,3,2,2,0,0,0,0,1,0,0,4,4,2,2,2,0,0,4,, , ,1,0,5
3022,1,55,6,3,4,2,5,3,2,1,3,2,4,2,3,1,4,2,4,2,3,2,5,3,5,3,4,2,5,1,6, , ,1,0,4
3023,1,40,8,3,6,4,6,3,4,1,5,2,4,2,3,2,2,1,2,1,3,2,1,1,1,1,2,1,1,1,6, , ,1,0,5
3024,1,40,2,1,3,2,1,1,1,1,2,1,2,1,2,2,1,1,3,2,1,1,2,1,2,1,3,2,2,3,6, , ,1,0,5
3025,1,63,2,0,0,0,0,1,0,2,2,1,2,2,2,0,2,0,2,1,0,2,1,2,2,0,0,0,0,2,6, , ,1,1,5
3026,1,49,2,0,0,4,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
3030,1,20,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,5,, , ,1,0,5
3031,1,34,4,3,5,2,3,2,1,0,0,3,2,3,2,2,1,3,2,2,2,3,1,2,3,2,1,2,3,1,6, , ,1,0,5
3032,1,32,5,3,4,2,3,2,4,2,3,2,3,2,4,2,3,2,3,2,3,2,3,2,3,2,2,2,3,4,, , ,1,0,5
3033,1,44,10,4,6,4,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,6,4,2,2,2,0,0,4,, , ,1,0,5
3034,1,54,10,4,10,6,0,3,0,2,2,4,4,3,2,0,0,0,0,0,0,0,2,4,2,3,2,0,1,4,, , ,1,0,6
3035,1,35,6,2,4,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,6, , ,1,1,5
3036,1,45,2,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,2,2,2,1,1,0,4,, , ,1,0,4
3037,1,50,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,6, , ,1,0,4
3038,1,35,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,2,1,0,1,1,4,, , ,1,0,5
3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
3040,1,45,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,4,, , ,1,0,5
3041,1,55,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,1,4,, , ,1,0,4
3042,1,40,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,2,3,2,2,1,1,1,4,, , ,1,0,6
3043,1,45,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,2,0,1,1,4,, , ,1,0,5
32,1,42,2,2,1,3,2,1,0,3,4,2,3,0,4,4,0,0,0,0,2,3,2,0,3,1,0,2,0,2,6, , ,1,1,2
33,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,6
34,1,40,1,0,1,0,2,3,1,0,1,20,2,2,1,1,0,1,1,0,1,1,1,2,2,1,1,1,0,4,, , ,1,1,5
35,1,42,2,3,0,2,1,0,2,1,0,4,4,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,2
36,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4, ,BE COUSE OF THEY ARE HONEST,1,1,5
37,1,59,1,1,1,2,2,1,2,1,2,1,0,2,2,0,0,0,1,1,2,2,1,2,3,3,0,0,2,5,, , ,1,1,5
38,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
39,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
40,1,45,1,1,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,2,0,1,2,1,2,1,2,1,2,5,, , ,1,1,5
41,1,60,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,1,2,2,0,0,0,1,6, , ,1,1,4
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
43,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
45,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
46,1,60,2,2,0,2,2,0,2,3,0,2,2,0,2,4,0,3,3,0,0,0,0,0,0,0,0,2,0,2,6, , ,1,1,2
47,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
49,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
68,1,35,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
69,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
70,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
75,1,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,1,2,2,0,0,0,2,6, , ,1,0,5
76,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
77,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,0,1,6, , ,1,1,5
78,1,36,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
79,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,1, ,THEY USE SCALE TO BUY,1,0,4
80,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
83,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
84,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,0,5
85,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,0,2
86,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
87,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
88,1,65,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
90,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
95,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
97,1,63,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
105,1,70,1,0,1,1,2,2,0,0,0,1,1,2,2,0,0,1,3,2,1,0,0,0,1,1,2,2,2,5,, , ,1,1,4
106,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
107,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
108,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
109,1,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
110,1,53,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
111,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
112,1,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
113,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
127,1,48,4,3,1,2,2,1,2,3,1,2,4,2,2,2,2,2,3,0,0,0,0,1,3,0,3,3,2,3,6, , ,1,1,2
128,1,33,2,3,1,2,1,1,0,2,1,2,5,0,1,2,0,0,0,0,3,5,0,2,3,1,3,3,0,2,6, , ,1,0,2
130,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
131,1,52,2,3,1,1,3,1,0,0,0,1,2,1,2,2,1,0,0,1,1,5,1,0,2,1,1,2,0,2,6, , ,1,1,2
132,1,44,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,1,4,, , ,1,1,5
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
134,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
135,1,37,1,1,0,1,2,2,0,1,1,1,1,2,1,0,0,1,1,2,1,0,0,2,1,2,0,0,0,4,, , ,1,1,4
136,1,42,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,3,2,0,0,0,1,6, , ,1,1,5
137,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
138,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
139,1,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,1,0,0,0,1,6, , ,1,0,4
140,1,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,1,0,0,0,1,6, , ,0,0,2
141,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
144,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,6
211,1,48,1,1,0,0,0,0,2,0,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,2,0,1,5,, , ,1,1,5
212,1,43,1,0,2,0,2,1,0,2,2,2,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,2,1,5,, , ,1,1,5
215,1,38,2,2,1,2,3,1,4,2,3,4,4,2,2,1,3,2,3,1,2,2,3,2,2,2,1,2,3,2,6, , ,1,0,2
216,1,65,1,1,0,0,0,0,1,1,2,2,0,0,0,1,1,0,0,1,1,2,2,2,1,1,0,0,0,5,, , ,1,1,5
217,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
218,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
220,1,42,2,2,1,1,1,2,2,0,0,1,1,2,2,1,1,1,0,0,1,2,2,0,0,1,12,2,1,5,, , ,1,1,5
222,1,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
223,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,, , ,1,1,6
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
227,1,38,2,3,1,1,2,0,2,3,0,2,3,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,3,6, , ,1,0,2
228,1,38,3,3,1,5,5,2,2,3,1,2,2,1,0,3,5,0,0,0,2,3,2,0,0,0,2,3,1,2,6, , ,1,0,3
421,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,0,4
422,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,4
423,1,50,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,2,2,2,0,1,2,0,0,0,2,4,, , ,1,0,5
424,1,42,2,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,2,1, ,THEY BY ALL PRODUCTS,0,0,5
425,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,0,4
426,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,5
427,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
429,1,60,0,1,1,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,2,1,0,0,0,1,2,3,2,5,, , ,1,0,5
430,1,30,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,2,6, , ,1,1,3
431,1,44,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,2,0,0,2,1, ,THEY BUY BY CASH,0,0,4
432,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
433,1,63,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
434,1,70,2,2,0,1,2,1,3,1,2,2,1,1,1,0,0,1,2,1,2,2,2,2,3,3,1,1,2,5,, , ,0,0,5
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
436,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
454,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
455,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
456,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
457,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
458,1,55,2,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,2,2,4,2,0,0,0,1,6, , ,1,0,2
459,1,65,3,4,0,2,0,0,0,0,3,2,1,0,0,0,0,0,1,3,0,0,4,1,2,0,0,0,0,1,6, , ,1,0,4
460,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
461,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
462,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
463,1,39,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,1,2,1,0,0,1,6, , ,1,0,5
464,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
465,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
466,1,47,2,4,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,3,0,0,6,1,2,1,0,0,0,1,6, , ,1,0,4
467,1,43,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,4,1,3,0,0,0,0,1,6, , ,1,0,3
468,1,35,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,0,1,6, , ,0,0,2
469,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
470,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
471,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
544,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,0,5
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
547,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,1,5
548,1,71,0,1,0,3,0,0,0,0,3,1,2,0,0,0,0,0,2,3,0,0,4,2,4,3,2,0,0,1,1, ,THEY HANDLE THEIR CUSTOMERS AT A GOOD MANNER,1,0,6
549,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
552,1,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,4,, , ,1,1,5
553,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
554,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,0,5
555,1,40,3,3,2,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,1,5,, , ,1,1,4
556,1,50,5,5,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,2
558,1,40,2,2,3,1,2,3,1,2,2,2,3,3,0,0,2,2,2,3,2,1,2,3,2,1,2,2,2,5,, , ,1,1,5
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
652,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
653,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
654,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
657,1,40,2,2,1,1,1,2,2,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,5,, , ,1,1,4
658,1,35,1,1,1,2,1,1,0,1,1,2,1,0,0,1,1,1,2,2,3,0,0,2,1,2,0,0,1,5,, , ,1,1,4
659,1,38,3,2,0,1,2,0,0,0,0,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,6, , ,1,1,3
660,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,1,5
662,1,48,2,1,0,0,0,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,4
664,1,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,3
665,1,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,5
667,1,36,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,2,3,0,0,0,3,6, , ,1,0,6
668,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
670,1,37,5,3,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,3
671,1,40,3,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,2
672,1,35,2,3,0,2,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,2
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
674,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
675,1,34,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,3,0,0,0,0,1,6, , ,1,0,4
676,1,40,2,0,0,1,1,0,1,0,0,2,2,0,1,1,0,0,0,0,2,2,0,3,2,0,0,0,0,2,6, , ,1,1,3
677,1,37,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
678,1,70,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,, , ,1,1,6
679,1,64,2,3,0,4,0,0,1,2,0,1,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,6, , ,1,0,5
680,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,0,5
681,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
682,1,45,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,, , ,1,1,6
683,1,60,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,3,1, ,THE PAY ON TIME,1,1,5
684,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
685,1,42,3,4,0,2,1,0,0,0,0,2,2,0,1,0,0,0,3,0,0,2,0,2,3,0,1,2,0,3,1, ,THEY BAY BY CASH ON TIME,1,0,4
686,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,3
687,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,0,5
689,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
690,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
691,1,55,2,4,0,1,0,0,0,0,3,2,3,0,0,0,0,0,0,4,0,0,3,2,3,0,0,0,0,2,6, , ,1,0,4
692,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
694,1,45,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,1,3,1,0,0,0,1,6, , ,1,0,5
695,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
696,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
697,1,42,3,2,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,3,0,0,2,2,3,2,0,0,0,1,6, , ,1,0,5
698,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
699,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,4
