HH_Id,SocialNetwork_Intro,Num_YrsIn_Kebele,Reltv_InKebele_FinanceNeed,Frnds_InKebele_FinanceNeed,Acquint_InKebele_FinanceNeed,Reltv_OutKebele_FinanceNeed,Frnds_OutKebele_FinanceNeed,Acquint_OutKebele_FinanceNeed,Reltv_Kebele_LeaderPositn,Frnds_Kebele_LeaderPositn,Acquint_Kebele_LeaderPositn,Reltv_InKebele_QltySeed,Frnds_InKebele_QltySeed,Acquint_InKebele_QltySeed,Reltv_OutKebele_QltySeed,Frnds_OutKebele_QltySeed,Acquint_OutKebele_QltySeed,Reltv_InKebele_GrainTrader,Frnds_InKebele_GrainTrader,Acquint_InKebele_GrainTrader,Reltv_OutKebele_GrainTrader,Frnds_OutKebele_GrainTrader,Acquint_OutKebele_GrainTrader,Reltv_InKebele_InfoAccess,Frnds_InKebele_InfoAccess,Acquint_InKebele_InfoAccess,Reltv_OutKebele_InfoAccess,Frnds_OutKebele_InfoAccess,Acquint_OutKebele_InfoAccess,Traders_Trust_Yn,Trader_Trust_Type,Trader_Trust_Type_Othr,Trader_Trust_Why,Rely_GovSupp_Yn,Rely_GovSupp_Covid,GovOfficial_Skill_Conf
1859,1,18,6,4,6,20,3,5,1,0,2,1,1,1,4,2,2,0,0,0,0,0,2,2,2,1,4,1,2,1,6, , ,1,0,4
3001,1,35,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,4
3002,1,26,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
3003,1,45,12,8,6,8,2,2,2,1,1,2,1,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,0,1,6, , ,1,0,4
3004,1,30,6,3,3,8,2,6,0,0,0,1,1,1,1,1,1,0,0,0,1,0,3,2,2,2,2,2,2,1,6, , ,1,0,4
3005,1,30,4,2,2,6,4,4,2,0,2,1,1,1,2,1,1,0,0,0,2,2,6,3,2,2,2,2,2,1,6, , ,1,0,4
3006,1,20,4,2,2,12,2,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,4,2,2,4,2,2,1,6, , ,1,0,4
3007,1,28,2,2,1,1,2,3,1,2,1,2,1,2,1,2,1,2,2,2,0,0,1,1,0,0,1,1,0,5,, , ,1,0,5
3008,1,27,5,3,4,2,2,2,3,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5,, , ,1,0,5
3009,1,46,15,8,4,3,2,1,2,3,1,1,2,2,2,1,1,2,2,1,1,0,0,1,1,2,3,2,1,4,, , ,1,0,4
3010,1,55,2,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,2
3011,1,43,1,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,, , ,1,0,5
3012,1,46,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,4
3013,1,40,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
3014,1,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
3015,1,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6, , ,0,0,4
3016,1,22,3,2,3,2,2,1,2,1,2,1,3,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,6, , ,0,0,5
3017,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,, , ,1,1,5
3018,1,31,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,4,0,2,0,0,0,0,5,, , ,1,1,5
3019,1,23,2,3,2,3,2,3,0,1,0,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6, , ,1,0,5
3020,1,21,3,5,3,3,2,3,2,2,3,5,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,, , ,1,0,5
3021,1,12,8,4,6,10,2,2,0,0,0,2,2,2,2,1,1,0,0,0,0,0,4,4,2,2,3,0,0,4,, , ,1,0,5
3022,1,27,3,2,4,2,3,2,2,2,4,2,3,1,2,2,4,1,2,1,3,2,2,1,3,2,1,2,2,3,6, , ,1,0,4
3023,1,20,3,1,2,1,3,1,1,1,2,2,4,2,3,2,1,1,3,1,2,1,4,3,5,2,4,2,2,3,6, , ,1,0,4
3024,1,40,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,6, , ,1,0,5
3025,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,6, , ,1,1,5
3026,1,46,5,1,0,5,1,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6, , ,1,1,5
3030,1,30,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,2,1,0,3,0,0,0,0,0,5,, , ,1,1,5
3031,1,28,5,3,4,3,5,3,2,2,1,2,3,2,2,3,2,3,3,3,1,1,2,1,2,2,2,1,1,4,, , ,1,0,5
3032,1,25,5,3,4,2,3,2,4,2,3,2,1,1,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,5,, , ,1,0,5
3033,1,41,10,4,4,4,0,2,0,0,0,2,2,1,2,0,0,0,0,0,0,0,4,4,3,2,2,0,0,4,, , ,1,0,6
3034,1,22,4,2,4,10,0,4,0,0,0,2,2,1,2,0,0,0,0,0,0,0,6,2,2,2,3,0,0,2,6, , ,1,0,6
3035,1,29,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,4
3036,1,40,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,5,, , ,1,0,4
3037,1,45,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,6
3038,1,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,6, , ,1,0,5
3039,1,30,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,4,, , ,1,0,4
3040,1,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,, , ,1,0,5
3041,1,40,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,, , ,1,0,4
3042,1,30,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,4,, , ,1,0,5
3043,1,38,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,4,, , ,1,0,4
32,1,20,0,3,2,0,3,2,0,3,2,0,3,2,5,3,1,0,0,0,2,2,2,0,2,0,1,0,0,2,6, , ,1,1,2
33,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,, , ,1,1,6
34,1,35,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,5,, , ,1,1,5
35,1,42,5,5,2,5,6,2,2,2,1,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,2,1,2,6, , ,1,1,2
36,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,4
37,1,45,1,1,2,2,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,0,0,1,2,5,, , ,1,1,5
38,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
39,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
40,1,45,2,1,0,3,2,1,1,1,0,2,2,2,1,2,0,0,0,0,0,0,0,2,1,0,0,0,2,4,, , ,1,1,5
41,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4,, , ,1,1,5
42,1,45,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
43,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
44,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,2,6, , ,1,1,3
45,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
46,1,20,2,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,1,2
47,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
48,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,6, , ,1,1,3
49,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
68,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
69,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
70,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
75,1,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,4,, , ,1,1,6
76,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
77,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,, , ,1,1,5
78,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
79,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,, , ,1,0,5
80,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
81,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
82,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
83,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
84,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
85,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,0,5
86,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
87,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
88,1,30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
90,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
95,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
97,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
104,1,27,4,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,1,6
105,1,40,2,1,0,0,0,0,0,1,1,2,0,0,0,1,1,2,1,1,0,0,2,2,1,0,0,0,0,5,, , ,1,1,4
106,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,0,5
107,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
108,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
109,1,35,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
110,1,45,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
111,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
112,1,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,4
113,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
127,1,22,0,4,1,0,3,1,0,3,1,0,2,1,2,2,1,2,3,1,2,2,1,0,3,0,0,0,0,2,6, , ,1,1,2
128,1,18,0,2,1,0,4,1,0,2,0,0,3,1,0,2,1,1,0,2,0,1,1,0,3,1,3,3,1,2,6, , ,1,0,3
130,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
131,1,21,8,3,1,3,3,1,0,3,0,0,3,1,0,4,0,0,1,0,0,2,1,0,0,0,0,0,0,2,6, , ,1,1,2
132,1,39,1,1,2,1,1,2,0,0,0,1,1,2,1,1,1,2,1,2,0,0,0,1,1,2,1,1,2,4,, , ,0,1,4
133,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
134,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
135,1,28,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,4,, , ,0,0,4
136,1,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,3,1, ,THEY PAY ON CASH,1,1,5
137,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
138,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
139,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,, , ,1,1,5
140,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,6, , ,1,1,4
141,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
143,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
144,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
211,1,38,1,0,1,1,0,0,2,2,1,0,0,0,1,1,0,0,2,1,0,0,2,2,1,1,2,2,3,5,, , ,1,1,5
212,1,35,0,1,1,0,0,0,2,2,1,1,1,1,2,2,1,1,0,0,2,2,1,1,2,1,0,0,1,5,, , ,1,1,5
215,1,38,3,2,1,3,3,2,2,2,1,3,3,2,3,2,1,0,0,1,2,3,0,2,1,3,2,2,1,2,6, , ,1,0,2
216,1,40,2,2,1,0,0,0,1,1,2,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,1,1,5,, , ,1,1,4
217,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
218,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,6
220,1,37,2,0,1,1,0,0,2,0,0,0,1,1,2,2,1,1,0,0,2,0,0,0,2,2,1,1,0,5,, , ,1,1,5
222,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
223,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,6
224,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,6
225,1,30,0,3,1,2,3,2,1,2,1,3,5,2,5,2,2,0,0,2,3,2,2,0,0,2,2,1,2,2,6, , ,1,1,3
227,1,20,3,2,0,0,3,1,2,2,2,2,2,0,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,3
228,1,20,2,2,1,2,1,0,2,1,0,3,5,1,2,3,0,0,0,0,0,3,1,0,0,0,2,1,0,3,6, , ,1,1,3
421,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
422,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
423,1,46,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,2,2,4,, , ,1,0,4
424,1,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,THR BY OUR PRODUCTS AT HOME,1,0,5
425,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,, , ,1,0,5
426,1,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6, , ,0,0,1
427,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
428,1,48,1,0,0,0,0,0,0,0,1,2,2,2,2,1,0,0,2,2,0,0,0,3,2,2,0,0,0,5,, , ,1,0,5
429,1,40,0,1,1,0,0,1,2,1,0,0,2,0,0,2,1,0,3,2,1,0,0,0,3,2,1,0,0,5,, , ,1,1,4
430,1,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,3
431,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,5,, , ,1,1,5
432,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
433,1,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,2
434,1,60,2,1,1,2,1,1,2,2,2,1,2,4,2,1,3,0,0,0,2,2,2,2,1,4,3,2,2,5,, , ,0,0,5
435,1,18,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,2
436,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
454,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
455,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
456,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
457,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
458,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,3
459,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,4
460,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
461,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
462,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
463,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,4
464,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
465,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
466,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
467,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,, , ,1,0,4
468,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,, , ,1,1,5
469,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
470,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
471,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
544,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,0,5
545,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,4
547,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
548,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,4,, , ,1,1,5
549,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
550,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
552,1,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,4
553,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
554,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
555,1,36,1,1,0,2,0,1,1,1,1,1,1,0,2,1,2,1,2,1,0,1,0,0,0,1,1,1,1,4,, , ,1,1,4
556,1,21,2,2,0,1,1,0,1,2,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,2
558,1,38,2,2,2,1,1,1,1,1,2,0,0,0,2,2,0,0,0,2,2,2,1,2,1,2,1,1,0,5,, , ,1,1,4
559,1,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
651,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
652,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
653,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
654,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
656,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
657,1,36,1,1,0,1,2,0,0,2,1,0,0,1,2,2,0,1,1,1,1,2,2,2,2,2,1,1,2,4,, , ,1,1,4
658,1,32,1,1,0,0,0,1,2,2,1,1,2,2,1,0,0,0,0,1,1,2,2,2,2,2,1,2,1,4,, , ,1,1,5
659,1,17,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,3
660,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
662,1,22,1,0,0,2,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,3
664,1,21,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
665,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
667,1,28,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,, , ,1,1,6
668,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
670,1,15,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,3
671,1,19,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,3
672,1,10,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,2
673,1,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,3
