HH_Id,Food_Insec_Intro_M,HH_Own_Wheat_Supp_M,HH_Own_Wheat_Supp_M,NoFood_Yn_M,NoFood_Period_M,NoFood_CovidEff_M,NoHealthy_Food_Yn_M,NoHealthy_Food_Period_M,NoHealthy_Food_CovidEff_M,FewFood_Yn_M,FewFood_Period_M,FewFood_CovidEff_M,SkipMeal_Yn_M,SkipMeal_Period_M,SkipMeal_CovidEff_M,AteLess_Yn_M,AteLess_Period_M,AteLess_CovidEff_M,RanOutFood_Yn_M,RanOutFood_Period_M,RanOutFood_CovidEff_M,HungryNoEat_Yn_M,HungryNoEat_Period_M,HungryNoEat_CovidEff_M,NoEat_WholeDay_Yn_M,NoEat_WholeDay_Period_M
1694,1,3,1,4,0,1,4,1,1,2,0,1,3,0,1,3,0,1,2,0,1,3,0,0,,
1695,1,1,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1697,1,2,1,1,0,98,,,1,1,0,0,,,0,,,0,,,1,1,0,0,,
1698,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1699,1,2,0,,,1,1,1,0,,,0,,,0,,,0,,,0,,,0,,
1700,1,1,1,1,0,1,2,0,0,,,1,1,0,0,,,0,,,0,,,0,,
1731,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1732,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1733,1,4,0,,,1,4,0,1,4,0,0,,,1,4,0,0,,,0,,,0,,
1734,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1735,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1739,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1740,1,2,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1752,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1754,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1760,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1762,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1763,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1767,1,3,0,,,1,2,0,1,4,0,1,1,0,0,,,0,,,0,,,0,,
1769,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1771,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1773,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
1774,1,1,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
1778,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1779,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1780,1,1,1,1,1,0,,,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
1784,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1786,1,3,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,
1787,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1861,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1862,1,1,1,2,0,1,2,0,1,2,0,0,,,1,2,0,0,,,0,,,0,,
1863,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1864,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,1,1,1,2,0,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,
1868,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0,,,0,,,0,,,0,,
1869,1,1,1,1,0,0,,,1,2,0,0,,,1,2,0,0,,,0,,,0,,
1870,1,2,1,2,0,1,2,1,1,2,0,1,4,0,1,3,1,1,3,0,0,,,0,,
1873,1,1,1,4,0,1,3,1,1,3,0,1,2,0,1,3,0,0,,,0,,,0,,
1874,1,3,1,1,1,0,,,0,,,0,,,0,,,0,,,1,1,1,0,,
1876,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1877,1,2,1,3,0,1,2,0,1,3,0,1,3,0,0,,,0,,,0,,,0,,
1905,1,2,0,,,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
1907,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,1,4,0,,,1,3,0,1,4,0,1,4,0,0,,,0,,,0,,,0,,
2041,1,1,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
2042,1,2,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,,0,,
2043,1,1,0,,,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,
2044,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
2045,1,2,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
2046,1,2,0,,,1,1,0,1,1,1,0,,,1,1,0,0,,,0,,,0,,
2047,1,2,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
2048,1,4,1,3,0,1,3,0,1,4,0,1,4,0,1,4,0,1,3,0,1,4,0,0,,
2049,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
2050,1,1,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
5001,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5002,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5003,1,1,1,4,0,0,,,1,5,0,1,4,0,1,4,0,0,,,0,,,0,,
5004,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5005,1,1,0,,,1,1,0,0,,,0,,,1,1,0,0,,,0,,,0,,
5006,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5007,1,1,1,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
5008,1,2,1,1,0,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,
5009,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,
5010,1,2,1,1,1,1,1,1,0,,,1,1,0,1,1,0,0,,,0,,,0,,
5011,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,1,2,1,1,0,1,1,0,0,,,0,,,1,1,0,0,,,0,,,0,,
5013,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5015,1,1,1,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
5016,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5017,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5018,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5019,1,2,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,
5020,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5021,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
5022,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5023,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5024,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5025,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5026,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5027,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5028,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5030,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5031,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5032,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5033,1,1,0,,,0,,,1,1,0,0,,,1,2,1,0,,,0,,,1,1,0
5034,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
5035,1,1,1,1,0,1,1,0,0,,,0,,,1,1,0,0,,,0,,,0,,
5036,1,2,1,2,1,1,1,1,1,2,1,1,1,1,0,,,0,,,0,,,0,,
